year,municipio,geoid,total_population,total_population_moe,total_population_16plus,total_population_16plus_moe,total_housing_units,total_housing_units_moe,unemployment_rate_pct,unemployment_rate_moe,labor_force_participation_pct,labor_force_participation_moe,median_income_nominal,median_income_real,median_income_moe,cpi,total_population_25plus,hs_graduate_pct,hs_graduate_count,hs_graduate_moe,bachelors_plus_pct,bachelors_count,doctorate_count,doctorate_moe,establishment_count,uninsured_pct,uninsured_moe,poverty_rate_pct,unemployment_rate_pct.1,per_capita_income,no_hs_diploma_pct,under_18_pct,over_65_pct,disability_pct,single_parent_pct,minority_pct,limited_english_pct,multi_unit_housing_pct,mobile_homes_pct,crowding_pct,no_vehicle_pct,group_quarters_count,pct_group_quarters,lat,lon,max_wind_knots,max_seismic_mag,target_pop_change,vulnerability_index
2024,Aibonito,72009,24636,0,21516,69,10919,375,6.8,0,37.8,0,21744,22637.46,1546,313.7,18823,78.6,6935,498.2248488,23.5,4417,340,176.0,,2.6,0.9,46.58,6.79,14094,21.86,15.7,25.3,36.06,11.05,99.73,32.97,5.71,0.0,1.73,15.8,59,0.24,18.1408,-66.2663,0.0,0.0,0.10564811052418133,-1.4777925436974713
2011,Arecibo,72013,96984,0,77404,209,40255,431,14.4,0,38.4,0,17089,24813.21,705,224.92,64882,46.3,16940,856.005257,20.1,13071,368,131.0343466,1041.0,0.0,0.0,47.35,14.35,9216,32.65,23.33,16.07,0.0,13.85,99.42,24.55,4.5,0.22,3.22,19.17,1805,0.0,18.4724,-66.7157,70.0,0.0,-0.6647342599326089,1.0403973493396421
2012,Arecibo,72013,96176,0,77254,180,40017,426,15.0,0,38.2,0,17077,24292.17,791,229.59,64749,69.1,17172,770.6756776,20.7,13391,350,123.0,1031.0,0.0,0.0,47.09,14.98,9470,30.99,22.86,16.6,13.55,14.29,99.42,24.1,5.0,0.2,2.92,18.33,1938,2.02,18.4724,-66.7157,0.0,0.0,-0.8331271137507201,0.49910223277070975
2013,Arecibo,72013,95185,0,76842,206,40692,387,15.8,0,37.9,0,16977,23801.0,639,232.95,64484,70.5,18030,809.5677859,20.7,13339,549,206.0,1022.0,92.6,0.8,47.43,15.83,9529,29.66,22.4,17.2,13.72,14.9,99.47,24.53,4.92,0.2,2.43,18.17,2051,2.15,18.4724,-66.7157,0.0,0.0,-1.0304025952420526,0.43552695446282624
2014,Arecibo,72013,93969,0,76225,215,41152,434,16.6,0,38.4,0,16997,23450.21,767,236.72,64100,71.9,18642,801.7406064,21.5,13788,602,223.0,998.0,93.2,0.7,48.57,16.6,9638,28.25,21.86,17.87,14.59,14.66,99.55,24.8,5.06,0.21,2.04,18.19,1966,2.09,18.4724,-66.7157,0.0,0.0,-1.2775122130587846,0.41889891984646227
2015,Arecibo,72013,92511,0,75485,178,41472,383,17.7,0,37.9,0,16485,22716.3,796,237.0,63509,72.7,18577,915.9721611,21.8,13849,553,262.0,1001.0,6.2,0.9,49.58,17.72,9461,27.46,21.38,18.45,16.32,14.09,99.57,24.35,5.0,0.18,2.1,18.68,1860,2.01,18.4724,-66.7157,0.0,0.0,-1.5515755195862457,0.48745526358586727
2016,Arecibo,72013,91096,0,74784,208,41400,373,18.1,0,37.6,0,16796,22855.2,816,240.01,63121,73.8,19087,919.8271577,21.3,13469,667,266.0,966.0,5.7,0.8,48.93,18.11,9438,26.31,20.75,19.14,17.29,13.7,99.63,0.0,5.56,0.08,2.23,18.24,1695,1.86,18.4724,-66.7157,0.0,0.0,-1.529547837554457,0.3049120948253438
2017,Arecibo,72013,89550,0,74069,204,41382,407,17.4,0,37.6,0,17289,23035.07,802,245.12,62636,74.6,18780,1061.120634,22.0,13759,569,276.0,992.0,5.1,0.6,48.61,17.42,9954,25.55,20.18,19.78,19.2,13.36,99.59,0.0,5.45,0.05,2.15,18.01,1505,1.68,18.4724,-66.7157,150.0,0.0,-1.6971107403179087,0.11892890410484572
2018,Arecibo,72013,87242,0,72712,185,41309,402,17.6,0,38.4,0,18001,23412.67,831,251.1,61685,75.7,18293,1002.940676,22.8,14040,457,142.0,982.0,5.1,0.7,47.98,17.61,10203,24.42,19.53,20.46,20.22,12.78,99.47,0.0,5.49,0.05,2.29,16.97,1217,1.39,18.4724,-66.7157,0.0,0.0,-2.577331099944169,-0.13805747733541623
2019,Arecibo,72013,85390,0,71757,180,41312,353,17.9,0,39.2,0,18647,23820.95,1014,255.65,61059,76.8,18146,999.2962524,23.2,14192,450,167.0,1006.0,5.8,0.9,47.37,17.9,10596,23.31,18.85,21.13,20.68,13.67,99.4,0.0,5.61,0.08,2.41,15.58,1185,1.39,18.4724,-66.7157,0.0,0.0,-2.1228307466587215,-0.4120695229121958
2020,Arecibo,72013,83682,0,70838,178,41200,379,17.7,0,40.1,0,19266,24307.15,960,258.86,60505,77.5,17915,940.8427074,23.9,14436,546,195.0,1041.0,6.2,0.8,47.03,17.68,11199,22.68,18.2,21.83,19.78,14.56,99.5,0.0,5.93,0.12,2.45,14.63,1104,1.32,18.4724,-66.7157,45.0,4.3,-2.000234219463637,-0.5746808107473874
2021,Arecibo,72013,88017,0,74996,208,41040,393,18.8,0,40.7,0,19311,23274.39,1020,270.97,64361,78.0,19371,1098.264085,25.0,16082,583,213.0,1068.0,6.6,1.1,47.04,18.79,11810,22.17,17.52,22.38,20.47,14.13,99.47,0.0,5.19,0.11,2.18,13.75,1212,1.38,18.4724,-66.7157,0.0,0.0,5.180325518032558,-0.6730187925193206
2022,Arecibo,72013,87217,0,74727,175,41099,828,17.6,0,41.8,0,21799,24328.94,1073,292.63,64464,79.5,19735,933.5405722,26.0,16754,729,272.0,1130.0,7.1,1.0,44.95,17.57,12995,20.59,16.88,23.04,19.87,13.77,99.59,24.86,5.39,0.17,2.12,13.05,1517,1.74,18.4724,-66.7157,75.0,4.22,-0.908915323176207,-1.0489258195860378
2023,Arecibo,72013,86875,0,74680,254,41415,695,16.4,0,42.4,0,23175,24839.52,1035,304.7,64733,81.0,19666,1175.403335,27.5,17776,835,267.0,1162.0,6.7,0.9,42.9,16.44,14219,19.09,16.39,23.54,20.42,13.44,99.57,26.47,5.24,0.38,1.71,13.15,1793,2.06,18.4724,-66.7157,0.0,0.0,-0.3921253883990561,-1.3562730577756639
2024,Arecibo,72013,86467,0,74609,272,43237,932,14.5,0,43.0,0,23635,24606.16,1228,313.7,65020,81.8,18815,1071.004202,27.9,18131,850,287.0,,6.1,0.9,41.25,14.45,15244,18.34,15.86,24.18,20.57,12.77,99.69,27.95,5.68,0.41,1.49,12.83,1955,2.26,18.4724,-66.7157,0.0,0.0,-0.4696402877697792,-1.651450296833496
2011,Arroyo,72015,19601,0,14987,96,8048,157,25.6,0,43.7,0,15551,22580.04,1494,224.92,12348,41.8,3340,346.7708177,14.8,1827,45,41.88078318,70.0,0.0,0.0,53.69,25.61,7633,33.87,27.23,13.66,0.0,18.8,99.1,21.34,3.88,0.14,7.73,20.11,41,0.0,17.9658,-66.0614,65.0,0.0,-0.0306013158565821,2.192969442877464
2012,Arroyo,72015,19542,0,15013,104,8053,127,28.5,0,43.1,0,16114,22922.29,1197,229.59,12420,67.8,3385,386.0803025,16.0,1990,47,41.0,82.0,0.0,0.0,53.16,28.55,8091,32.87,26.64,14.19,25.02,19.24,99.22,23.21,3.86,0.15,5.89,20.63,35,0.18,17.9658,-66.0614,0.0,0.0,-0.3010050507627149,1.6668949421496215
2013,Arroyo,72015,19443,0,15068,96,8232,163,29.4,0,44.0,0,16350,22921.97,1414,232.95,12480,67.6,3439,435.0459746,17.3,2162,44,36.0,82.0,95.7,1.3,51.65,29.41,8208,33.07,26.02,14.79,24.85,18.57,99.84,22.14,4.28,0.35,5.9,19.37,22,0.11,17.9658,-66.0614,0.0,0.0,-0.506601166717835,1.4968363929728252
2014,Arroyo,72015,19255,0,15024,99,8374,159,26.1,0,40.0,0,15863,21885.67,1481,236.72,12471,72.0,3879,433.3151278,16.9,2104,20,32.0,74.0,95.2,1.5,51.71,26.06,7996,28.73,25.4,15.4,23.57,17.1,99.74,21.79,3.95,0.47,7.74,18.86,20,0.1,17.9658,-66.0614,0.0,0.0,-0.9669289718664764,0.9771374779447543
2015,Arroyo,72015,19018,0,14936,74,8564,176,22.9,0,34.7,0,15298,21080.62,1594,237.0,12444,74.5,4216,488.878308,16.7,2078,20,32.0,70.0,4.1,1.3,52.72,22.88,7562,26.21,24.74,16.12,23.3,17.8,99.84,20.52,4.02,0.7,6.64,18.47,18,0.09,17.9658,-66.0614,45.0,0.0,-1.2308491300960789,0.6514448026909295
2016,Arroyo,72015,18778,0,14869,86,8556,167,22.3,0,33.6,0,16387,22298.65,2115,240.01,12431,74.8,4587,477.8033068,16.8,2088,0,21.0,73.0,4.0,1.1,53.06,22.26,7655,25.92,24.03,16.86,23.11,16.86,99.85,0.0,4.89,0.67,6.0,16.36,17,0.09,17.9658,-66.0614,0.0,4.6,-1.2619623514565137,0.3929515463777103
2017,Arroyo,72015,18504,0,14816,87,8503,178,15.7,0,30.1,0,15689,20903.31,2329,245.12,12407,75.1,4922,451.2759688,15.5,1926,12,19.0,77.0,3.7,1.3,56.71,15.68,7639,25.65,23.32,17.65,24.83,18.48,99.82,0.0,5.08,0.68,7.54,16.76,19,0.1,17.9658,-66.0614,135.0,0.0,-1.4591543295345621,0.2777735860338928
2018,Arroyo,72015,18111,0,14587,95,8446,147,12.1,0,28.9,0,16976,22079.53,2241,251.1,12306,77.5,5029,458.0796874,14.0,1718,9,15.0,74.0,3.1,1.4,58.03,12.08,7979,23.25,22.58,18.42,23.36,17.98,99.79,0.0,4.7,0.69,7.35,15.39,18,0.1,17.9658,-66.0614,0.0,0.0,-2.1238651102464368,-0.11730939769490986
2019,Arroyo,72015,17805,0,14474,109,8364,184,13.8,0,28.3,0,17570,22445.11,2630,255.65,12273,79.2,4898,527.5386242,16.1,1980,42,39.0,80.0,3.3,1.4,59.23,13.77,8611,21.47,21.83,19.23,23.02,19.23,99.85,0.0,5.3,0.48,5.59,14.32,20,0.11,17.9658,-66.0614,40.0,4.6,-1.6895809176743382,-0.20454847523856778
2020,Arroyo,72015,17502,0,14346,111,8274,201,12.9,0,29.8,0,16206,20446.47,2565,258.86,12250,76.5,4337,540.959333,18.7,2291,42,42.0,80.0,4.0,1.5,60.09,12.9,8899,24.2,20.94,20.12,23.6,19.23,99.81,0.0,5.43,0.27,5.75,13.87,18,0.1,17.9658,-66.0614,45.0,0.0,-1.7017691659646172,-0.047590812288256124
2021,Arroyo,72015,16183,0,13364,128,8226,216,11.2,0,30.1,0,14933,17997.85,1660,270.97,11446,76.6,3554,450.9478906,20.6,2362,59,43.0,88.0,3.6,1.5,60.84,11.22,10310,24.18,20.28,20.84,23.09,20.63,99.64,0.0,4.55,0.22,5.3,12.9,22,0.14,17.9658,-66.0614,35.0,0.0,-7.536281567820824,-0.18022754975288804
2022,Arroyo,72015,15797,0,13178,108,8153,327,11.2,0,33.1,0,18496,20642.61,2535,292.63,11341,78.1,3336,391.0626548,24.9,2822,59,52.0,96.0,4.4,1.6,57.7,11.16,12921,22.64,19.36,21.88,21.95,19.12,99.66,19.5,2.93,0.42,4.5,10.33,30,0.19,17.9658,-66.0614,75.0,0.0,-2.3852190570351595,-0.7527780317524176
2023,Arroyo,72015,15573,0,13088,104,8087,388,8.8,0,36.6,0,18931,20290.7,2115,304.7,11296,79.1,3336,416.9844122,26.6,3009,83,65.0,101.0,5.0,1.9,54.44,8.84,13707,21.64,18.69,22.53,23.87,19.77,99.63,20.63,2.4,0.17,4.18,11.93,38,0.24,17.9658,-66.0614,0.0,0.0,-1.4179907577388073,-1.0257022621889118
2024,Arroyo,72015,15341,0,12947,91,8385,457,7.3,0,40.1,0,21186,22056.53,2219,313.7,11236,80.6,3398,450.6273405,25.4,2850,60,55.0,,5.1,1.8,52.14,7.31,14862,20.22,18.03,23.06,24.46,19.25,99.82,20.92,2.49,0.13,3.64,12.69,59,0.38,17.9658,-66.0614,0.0,0.0,-1.4897579143389184,-1.285748248643587
2011,Añasco,72011,29266,0,23112,120,11419,134,8.4,0,39.9,0,16291,23654.52,1118,224.92,19385,45.7,5968,406.0160095,14.9,2888,50,100.3194896,221.0,0.0,0.0,49.1,8.44,7735,39.49,24.26,14.46,0.0,12.58,99.08,17.25,3.61,0.55,7.47,17.95,93,0.0,18.2827,-67.1399,70.0,5.2,0.04102003144867972,1.2483619677939704
2012,Añasco,72011,29236,0,23220,135,11457,158,9.3,0,38.7,0,16771,23856.88,936,229.59,19510,62.8,6434,452.8399276,14.7,2862,95,88.0,232.0,0.0,0.0,49.49,9.32,7770,37.65,23.73,15.01,11.19,12.04,99.5,16.74,3.52,0.39,7.21,16.26,102,0.35,18.2827,-67.1399,0.0,0.0,-0.10250802979566709,0.7134892342245471
2013,Añasco,72011,29086,0,23315,124,11826,187,11.9,0,40.1,0,16568,23227.6,823,232.95,19579,62.7,6760,537.4095273,13.9,2714,162,123.0,236.0,96.0,1.2,50.34,11.95,7892,37.69,23.09,15.67,14.49,11.67,99.45,16.31,3.69,0.41,7.76,15.7,102,0.35,18.2827,-67.1399,0.0,4.1,-0.5130660829114841,0.7559485060149367
2014,Añasco,72011,28874,0,23338,125,12177,162,13.4,0,40.1,0,17147,23657.16,967,236.72,19602,64.7,6764,541.7019476,14.0,2751,162,126.0,249.0,97.1,0.7,48.91,13.44,8223,35.69,22.41,16.4,17.98,12.05,99.28,17.24,3.48,0.29,6.48,14.84,108,0.37,18.2827,-67.1399,40.0,0.0,-0.7288729973182972,0.40451702244287047
2015,Añasco,72011,28579,0,23252,110,12368,187,15.0,0,41.9,0,17386,23957.88,1240,237.0,19560,67.4,6562,538.0009294,15.7,3076,144,117.0,234.0,2.6,0.7,49.14,15.01,8536,32.99,21.79,17.09,21.16,11.02,99.1,19.95,3.51,0.27,6.08,14.45,118,0.41,18.2827,-67.1399,45.0,0.0,-1.0216804045161787,0.16820299272182324
2016,Añasco,72011,28250,0,23190,109,12448,163,15.5,0,43.8,0,17712,24101.65,1305,240.01,19546,67.6,6385,537.1219601,16.3,3180,140,108.0,245.0,2.8,0.7,48.89,15.45,8673,32.81,21.03,17.89,24.28,11.43,98.55,0.0,2.98,0.28,4.36,15.01,117,0.41,18.2827,-67.1399,0.0,0.0,-1.1511949333426696,0.1481270145245541
2017,Añasco,72011,27892,0,23099,102,12557,189,14.3,0,44.7,0,18765,25001.63,1292,245.12,19514,67.7,6098,540.3156485,15.9,3101,141,110.0,251.0,3.2,0.7,45.41,14.29,9344,32.69,20.28,18.66,26.58,10.74,97.96,0.0,3.46,0.29,3.8,13.29,116,0.42,18.2827,-67.1399,115.0,4.3,-1.267256637168146,-0.38653336142131745
2018,Añasco,72011,27368,0,22936,96,12524,193,12.9,0,43.5,0,19379,25204.94,1533,251.1,19406,69.3,5639,558.7888689,18.1,3514,66,86.0,261.0,3.7,1.0,43.45,12.94,10259,31.11,19.39,19.43,25.26,10.8,96.81,0.0,3.47,0.14,2.24,12.92,122,0.45,18.2827,-67.1399,0.0,0.0,-1.8786748888570237,-0.7100273729599237
2019,Añasco,72011,26934,0,22737,90,12530,171,10.9,0,41.6,0,19919,25445.89,1785,255.65,19361,69.6,5802,610.1229384,18.9,3663,63,80.0,266.0,4.4,1.2,45.95,10.88,10603,30.86,18.58,20.18,24.98,10.6,95.64,0.0,3.17,0.16,2.32,12.79,130,0.48,18.2827,-67.1399,0.0,4.7,-1.5857936275942675,-0.6778408722817468
2020,Añasco,72011,26555,0,22605,93,12493,193,9.6,0,40.4,0,20167,25443.9,1610,258.86,19348,68.3,5987,612.6940509,17.0,3292,49,78.0,263.0,4.5,1.2,45.51,9.6,10618,32.15,17.75,20.94,25.22,10.7,95.73,0.0,2.92,0.33,2.02,11.75,124,0.47,18.2827,-67.1399,45.0,5.9,-1.4071433875399109,-0.7907612464291504
2021,Añasco,72011,25859,0,22146,107,12566,183,9.1,0,42.2,0,21189,25537.83,1903,270.97,19098,71.2,5968,683.5451704,18.6,3560,114,116.0,265.0,4.8,1.5,44.73,9.14,11641,29.26,17.15,21.55,25.59,9.58,96.4,0.0,2.73,0.38,1.87,10.95,105,0.41,18.2827,-67.1399,35.0,4.46,-2.620975334212017,-1.1854634274652636
2022,Añasco,72011,25497,0,22066,97,12390,475,8.4,0,42.6,0,22673,25304.38,1723,292.63,19078,72.0,5745,629.4584974,21.7,4136,17,28.0,301.0,6.3,1.8,46.6,8.41,12593,28.47,16.34,22.45,25.21,11.16,97.02,23.43,2.53,0.4,1.68,10.56,155,0.61,18.2827,-67.1399,75.0,4.22,-1.3998994547352983,-1.1966803721924197
2023,Añasco,72011,25316,0,22003,96,12273,406,6.4,0,44.1,0,23591,25285.4,1583,304.7,19138,72.9,5462,535.1121378,23.2,4432,29,33.0,308.0,5.7,1.9,44.92,6.43,13873,27.58,15.72,23.06,26.73,10.25,98.17,24.72,2.49,0.6,1.97,9.75,166,0.66,18.2827,-67.1399,0.0,4.5,-0.7098874377377773,-1.597260895307127
2024,Añasco,72011,25094,0,21965,117,12640,403,6.1,0,46.5,0,24436,25440.07,1376,313.7,19178,74.6,5530,649.8530603,22.4,4294,64,60.0,,5.6,1.8,42.95,6.14,14759,25.86,15.1,23.75,24.73,11.84,98.53,26.48,3.29,0.62,1.41,9.1,177,0.71,18.2827,-67.1399,0.0,4.4,-0.8769157844841224,-1.8918926665981073
2011,Barceloneta,72017,24685,0,18980,126,9653,178,17.2,0,39.9,0,16278,23635.64,1455,224.92,15961,47.1,4821,424.867038,16.9,2697,81,69.57010852,285.0,0.0,0.0,47.98,17.18,8818,35.28,25.8,14.16,0.0,15.17,99.63,37.18,4.07,0.0,2.61,18.19,44,0.0,18.4505,-66.5385,70.0,0.0,0.7304333632579763,1.3140530890152704
2012,Barceloneta,72017,24815,0,19166,108,9518,179,17.7,0,37.6,0,15034,21385.98,1166,229.59,16154,65.5,5124,572.2176159,15.0,2416,43,43.0,283.0,0.0,0.0,53.54,17.69,8310,35.07,25.25,14.66,36.29,14.38,99.38,37.05,4.95,0.0,3.02,18.2,49,0.2,18.4505,-66.5385,0.0,0.0,0.5266356086692348,0.781240713462723
2013,Barceloneta,72017,24884,0,19381,138,9588,213,20.3,0,35.4,0,14848,20816.24,1202,232.95,16316,68.1,5270,479.2963593,16.0,2616,63,51.0,275.0,94.3,1.8,54.15,20.3,7877,32.45,24.66,15.2,34.86,14.05,99.41,35.89,5.17,0.0,3.25,17.07,44,0.18,18.4505,-66.5385,0.0,0.0,0.2780576264356238,0.6565595220874599
2014,Barceloneta,72017,24908,0,19605,136,9731,226,17.1,0,34.0,0,15228,21009.58,1452,236.72,16449,69.5,5337,525.8688049,16.5,2709,75,68.0,260.0,93.8,1.9,54.18,17.13,7967,30.99,24.06,15.87,33.6,13.25,99.49,36.58,5.13,0.23,3.44,17.49,41,0.16,18.4505,-66.5385,0.0,0.0,0.0964475164764611,0.46455751901012887
2015,Barceloneta,72017,24775,0,19594,124,9845,231,17.1,0,33.2,0,15212,20962.11,1492,237.0,16469,71.2,5517,507.0078895,15.8,2601,51,59.0,258.0,5.5,1.7,55.88,17.11,7849,29.33,23.53,16.5,28.9,14.68,99.68,33.22,5.11,0.21,4.1,15.72,37,0.15,18.4505,-66.5385,0.0,0.0,-0.5339649911675015,0.36427310477310243
2016,Barceloneta,72017,24699,0,19656,142,9892,182,17.7,0,33.0,0,15549,21158.34,1829,240.01,16595,74.1,5562,551.7653487,16.8,2795,46,57.0,268.0,4.9,1.5,53.03,17.68,8245,26.48,22.81,17.22,25.23,13.43,99.6,0.0,4.4,0.21,3.59,14.26,36,0.15,18.4505,-66.5385,0.0,0.0,-0.30676084762866207,-0.0769113257934272
2017,Barceloneta,72017,24583,0,19804,107,9935,258,18.9,0,35.2,0,17113,22800.58,2116,245.12,16693,73.7,5409,586.9045919,18.7,3128,54,64.0,282.0,5.0,1.5,48.61,18.95,8762,26.79,22.17,17.9,23.3,14.7,99.89,0.0,4.25,0.21,4.25,14.47,33,0.13,18.4505,-66.5385,150.0,0.0,-0.4696546418883396,-0.20208409267800795
2018,Barceloneta,72017,24299,0,19755,119,10094,209,18.4,0,36.8,0,16889,21966.37,1829,251.1,16722,73.4,5351,659.0182092,19.9,3328,29,45.0,271.0,5.7,1.8,50.17,18.41,9170,27.1,21.33,18.58,20.47,16.22,99.85,0.0,3.96,0.2,3.61,13.73,18,0.07,18.4505,-66.5385,0.0,4.4,-1.1552699019647727,-0.11619188998227394
2019,Barceloneta,72017,24079,0,19716,110,10042,227,19.8,0,41.1,0,17154,21913.69,1861,255.65,16827,74.1,5164,570.4734876,22.1,3711,0,26.0,276.0,4.6,1.6,48.55,19.76,9847,26.46,20.37,19.29,17.7,16.69,99.73,0.0,3.65,0.0,3.29,10.45,15,0.06,18.4505,-66.5385,0.0,0.0,-0.9053870529651453,-0.4919922928298678
2020,Barceloneta,72017,23913,0,19768,123,10219,210,18.6,0,41.3,0,17815,22476.48,1738,258.86,16941,73.6,5410,660.5210065,22.5,3805,0,27.0,277.0,5.9,1.9,46.4,18.62,10314,26.95,19.53,19.89,17.52,16.38,99.62,0.0,3.61,0.34,2.6,10.72,20,0.08,18.4505,-66.5385,0.0,4.3,-0.6893974002242564,-0.6151051130441467
2021,Barceloneta,72017,22836,0,19097,106,9985,242,15.9,0,41.6,0,19051,22961.03,2616,270.97,16419,74.4,5083,703.8309456,24.8,4071,53,87.0,298.0,6.0,1.8,44.95,15.88,12308,26.11,18.6,20.35,17.3,17.2,99.65,0.0,3.62,0.45,2.28,9.28,12,0.05,18.4505,-66.5385,0.0,0.0,-4.5038263705934,-1.058515260693459
2022,Barceloneta,72017,22604,0,19057,103,10055,456,15.8,0,43.1,0,20282,22635.88,2504,292.63,16451,77.7,5541,619.5643631,23.1,3803,52,83.0,312.0,5.8,2.0,46.64,15.78,13368,22.79,17.81,21.02,17.26,16.4,99.69,24.19,3.91,0.5,1.24,8.6,21,0.09,18.4505,-66.5385,75.0,0.0,-1.0159397442634388,-1.2873301291897907
2023,Barceloneta,72017,22565,0,19180,119,10216,486,14.7,0,45.7,0,21750,23312.17,2541,304.7,16592,78.0,5436,531.5834836,24.1,4005,154,100.0,324.0,5.2,1.9,45.41,14.7,14312,22.52,17.14,21.45,20.19,16.05,99.77,25.04,4.41,0.5,1.74,9.5,35,0.16,18.4505,-66.5385,0.0,0.0,-0.17253583436559472,-1.4132868325446144
2024,Barceloneta,72017,22494,0,19349,118,10798,424,10.9,0,48.1,0,24508,25515.03,3531,313.7,16712,79.5,5157,557.2880763,24.8,4137,191,138.0,,5.2,1.7,41.95,10.88,16031,21.05,16.49,21.86,20.57,14.64,99.69,22.79,4.82,0.45,1.77,8.77,40,0.18,18.4505,-66.5385,0.0,0.0,-0.31464657655660977,-2.023317045266992
2011,Barranquitas,72019,30317,0,22857,141,10260,157,12.4,0,38.6,0,15117,21949.87,1076,224.92,18059,41.0,4377,345.8337751,16.7,3021,38,101.5529419,240.0,0.0,0.0,55.84,12.43,6883,35.98,28.21,10.82,0.0,18.68,99.9,19.02,2.42,0.0,10.53,19.79,250,0.0,18.1861,-66.3061,65.0,0.0,0.14865221987314658,1.8034547839374613
2012,Barranquitas,72019,30322,0,22997,135,10348,176,12.4,0,36.5,0,14907,21205.32,1199,229.59,18272,66.8,4655,477.7300493,18.1,3310,21,33.0,245.0,0.0,0.0,56.71,12.37,6967,33.75,27.48,11.19,20.99,17.44,99.94,19.73,2.5,0.0,10.34,17.52,255,0.84,18.1861,-66.3061,0.0,0.0,0.016492397004985726,0.9189789174964929
2013,Barranquitas,72019,30218,0,23085,115,10613,172,12.5,0,34.9,0,15127,21207.38,1162,232.95,18449,68.0,4830,465.2074806,18.6,3432,0,27.0,232.0,97.3,0.7,58.27,12.49,7287,32.53,26.81,11.68,19.21,17.72,99.94,17.1,2.53,0.0,9.61,16.0,291,0.96,18.1861,-66.3061,0.0,0.0,-0.34298529120770915,0.8044638871157789
2014,Barranquitas,72019,30045,0,23101,148,10906,162,8.0,0,31.6,0,15109,20845.4,1331,236.72,18577,68.5,5251,493.0436086,18.2,3377,9,15.0,217.0,97.2,0.9,59.28,7.96,7611,32.02,26.15,12.2,20.86,17.44,99.94,15.4,2.31,0.0,8.92,15.16,303,1.01,18.1861,-66.3061,0.0,0.0,-0.5725064531074242,0.4729577695624473
2015,Barranquitas,72019,29805,0,23036,149,11080,195,6.8,0,29.1,0,14331,19748.09,1296,237.0,18669,70.0,5648,526.55579,18.9,3526,22,24.0,214.0,3.1,1.2,61.16,6.84,7361,30.51,25.51,12.74,23.34,17.18,100.0,13.72,2.62,0.13,8.87,15.16,373,1.25,18.1861,-66.3061,45.0,0.0,-0.7988017973040384,0.3545265791536024
2016,Barranquitas,72019,29548,0,23065,165,11034,142,9.2,0,29.7,0,14778,20109.2,1220,240.01,18789,69.8,6053,583.2983799,17.2,3229,23,27.0,215.0,3.5,1.2,60.71,9.18,7369,30.67,24.73,13.4,24.97,16.84,100.0,0.0,2.42,0.12,8.22,14.12,417,1.41,18.1861,-66.3061,0.0,0.0,-0.8622714309679536,0.3024754038314983
2017,Barranquitas,72019,29237,0,23070,140,10884,223,11.7,0,29.5,0,15694,20909.97,1496,245.12,18852,70.1,6260,615.0650372,17.2,3241,25,31.0,215.0,4.1,1.2,60.72,11.71,7716,30.39,24.06,14.04,25.9,18.05,100.0,0.0,1.4,0.14,8.05,14.45,402,1.37,18.1861,-66.3061,135.0,0.0,-1.0525247055638287,0.4186353460571091
2018,Barranquitas,72019,28755,0,22970,123,10764,193,13.3,0,32.9,0,15970,20771.09,1628,251.1,18836,71.7,6436,757.9036878,18.3,3440,63,55.0,225.0,4.2,1.4,59.0,13.27,8221,28.82,23.23,14.74,25.65,18.39,100.0,0.0,1.48,0.62,7.21,15.38,376,1.31,18.1861,-66.3061,0.0,0.0,-1.6485959571775455,0.37644363472983694
2019,Barranquitas,72019,28393,0,22850,114,10753,251,18.1,0,37.1,0,17036,21762.95,1344,255.65,18860,72.7,5750,618.3858019,19.5,3671,75,63.0,253.0,3.9,1.2,55.91,18.11,8537,27.75,22.58,15.45,24.02,17.01,99.88,0.0,1.54,0.65,5.62,14.01,381,1.34,18.1861,-66.3061,40.0,4.6,-1.2589114936532808,0.22521646590491068
2020,Barranquitas,72019,28026,0,22675,141,10802,218,18.0,0,39.9,0,18924,23875.66,2201,258.86,18939,73.8,5547,742.5483149,19.9,3761,61,59.0,268.0,4.2,1.5,52.99,17.97,9187,26.73,21.78,16.33,21.69,15.54,99.88,0.0,1.06,0.52,4.76,11.68,292,1.04,18.1861,-66.3061,45.0,5.0,-1.2925721128447143,-0.2424340235334471
2021,Barranquitas,72019,28982,0,23686,149,10898,234,16.0,0,41.3,0,20290,24454.32,2281,270.97,19880,75.2,5666,638.7566047,21.9,4355,60,57.0,280.0,3.5,1.2,51.84,15.97,10307,25.23,21.19,17.35,18.29,16.69,99.9,0.0,1.63,0.53,5.09,10.09,270,0.93,18.1861,-66.3061,0.0,4.2,3.411118247341749,-0.6215056995113076
2022,Barranquitas,72019,28899,0,23743,153,11074,465,15.5,0,43.7,0,21262,23729.62,3191,292.63,20173,78.2,6164,646.4131806,22.3,4497,88,58.0,317.0,3.2,1.3,49.95,15.54,11396,22.24,20.53,18.2,17.95,15.96,99.91,23.2,2.69,0.51,4.34,9.85,245,0.85,18.1861,-66.3061,75.0,0.0,-0.2863846525429592,-1.0148507994640827
2023,Barranquitas,72019,28984,0,23987,175,11378,493,15.1,0,43.8,0,22167,23759.12,2294,304.7,20487,78.6,6313,766.2114591,22.3,4576,42,48.0,334.0,2.9,1.3,49.55,15.14,12989,21.89,19.96,18.89,17.9,17.45,99.91,20.28,3.2,0.0,5.18,10.08,220,0.76,18.1861,-66.3061,0.0,0.0,0.2941278244922074,-1.060387500034905
